name,price,status,shipping,free_returns,items_sold
2019-20 CONTENDERS DRAFT PICKS YOU U PICK BASE CARDS 1-50 KOBE LEBRON,100,,3,False,
2021-22 Panini Prizm Basketball - Base Vets - Complete Your Set,99,Pre-Owned,050,False,
2011-12 Fleer Retro Lebron James LeBron James #2,514,,499,False,
2021-22 Panini NBA STICKERS & CARDS COLLECTION - Pick Your STICKER,99,Pre-Owned,053,False,
Ziaire Williams 2021-22 Prizm Rookie Variations Card #313 Memphis Grizzlies,500,Pre-Owned,0,False,
2020-21 Donruss Crunch Time Lebron James,3995,Pre-Owned,480,False,
2019-20 Panini Hoops Premium Stock LASER PRIZM Card You Pick Complete Your Set,125,,0,False,
2021-22 PRIZM NBA SILVER WAVE PRIZMS 1-241 20% OFF 4+,125,,125,False,
2021-22 Panini Donruss Basketball. Pick Your Card. BASE.ROOKIES. INSERTS,109,Pre-Owned,0,False,
2020-21 Mosaic Basketball GREEN PRIZMS with Rookies You Pick the Card,120,Pre-Owned,0,False,
2021 UD Goodwin Champions LeBron James Turquoise Parallel SP #50 LA Lakers MVP,899,Pre-Owned,105,True,
2021-22 PANINI PRIZM BASKETBALL BASE RC #166-330 - YOUR PICK - COMPLETE YOUR SET,99,,057,False,
2018 JOSH ALLEN ROOKIE #17 ROOKIE GEMS ACEO BUFFALO BILLS GEM MINT  RC,599,,3,False,
New ListingLeBron James 2020-21 Panini Mosaic National Pride #247 NBA Basketball Base Card,200,Pre-Owned,105,False,
"TOPPS 2007 07-08 LeBron James #23, Black Border Cavaliers Lakers 50th SP",800,Pre-Owned,100,False,
Shop on eBay,2000,Brand New,,False,
New ListingLebron James 2004 Upper Deck Rivals #7 Sports NBA Cavaliers Trading Card,325,Pre-Owned,0,False,
2008-09 Cavaliers Upper Deck LeBron James #3 LeBron James,275,Pre-Owned,0,False,
2021-22 Panini NBA Hoops LeBron James Frequent Flyers Insert #13 Lakers,150,Pre-Owned,057,False,
"New ListingLEBRON JAMES Space Jam Figures Set of 2 A New Legacy -ACME Ball Blocker, Rocket ",2100,Brand New,3,False,
2021-22 PANINI PRIZM BASKETBALL PURPLE WAVE PARALLELS ***You Pick***,179,Pre-Owned,0,False,
2019-20 Panini Prizm Get Hyped! LeBron James #2,215,,499,False,
